review_id,order_id,customer_id,product_id,rating,review_text,review_date,helpful_votes
REV000250,ORD000251,CUST01093,PROD0098,5,Excellent product!,2023-08-27,106
REV005114,ORD005115,CUST01545,PROD0029,3,"Average, could be better.",2022-06-29,138
REV007411,ORD007412,CUST01684,PROD0116,5,Excellent product!,2023-12-28,21
REV007866,ORD007867,CUST00805,PROD0083,5,Excellent product!,2024-01-20,72
REV000089,ORD000090,CUST00970,PROD0094,5,Excellent product!,2024-02-20,82
REV004023,ORD004024,CUST00146,PROD0111,2,Disappointed with quality.,2024-04-06,149
REV008288,ORD008289,CUST01806,PROD0108,4,"Very good, happy with purchase.",2024-02-09,98
REV001437,ORD001438,CUST00311,PROD0093,3,"Average, could be better.",2024-03-07,35
REV007010,ORD007011,CUST00667,PROD0085,1,"Terrible, do not buy.",2023-12-17,68
REV005465,ORD005466,CUST01161,PROD0077,4,"Very good, happy with purchase.",2023-05-29,60
REV006709,ORD006710,CUST00499,PROD0028,3,"Average, could be better.",2023-08-19,85
REV003435,ORD003436,CUST00514,PROD0025,5,Excellent product!,2024-01-31,101
REV003728,ORD003729,CUST00993,PROD0100,4,"Very good, happy with purchase.",2023-08-11,100
REV004240,ORD004241,CUST00367,PROD0113,5,Excellent product!,2023-11-08,16
REV003494,ORD003495,CUST00981,PROD0072,1,"Terrible, do not buy.",2023-10-21,73
REV006270,ORD006271,CUST00096,PROD0027,1,"Terrible, do not buy.",2022-09-07,54
REV001764,ORD001765,CUST01743,PROD0123,1,"Terrible, do not buy.",2022-12-13,83
REV004395,ORD004396,CUST01622,PROD0084,3,"Average, could be better.",2023-11-09,150
REV008126,ORD008127,CUST01913,PROD0096,4,"Very good, happy with purchase.",2022-12-06,89
REV007394,ORD007395,CUST00058,PROD0113,5,Excellent product!,2023-06-04,56
REV001185,ORD001186,CUST00681,PROD0018,5,,2024-03-16,0
REV004699,ORD004700,CUST00802,PROD0033,4,"Very good, happy with purchase.",2024-02-16,121
REV007741,ORD007742,CUST00631,PROD0034,2,Disappointed with quality.,2023-05-20,105
REV005655,ORD005656,CUST01365,PROD0006,3,"Average, could be better.",2024-04-22,93
REV001312,ORD001313,CUST01755,PROD0109,5,Excellent product!,2024-01-31,71
REV004948,ORD004949,CUST00622,PROD0077,5,Excellent product!,2024-04-10,59
REV003245,ORD003246,CUST01792,PROD0136,5,,2023-11-20,138
REV007989,ORD007990,CUST01596,PROD0144,2,Disappointed with quality.,2024-01-28,21
REV005907,ORD005908,CUST00332,PROD0051,3,"Average, could be better.",2024-01-01,79
REV005956,ORD005957,CUST01432,PROD0034,2,Disappointed with quality.,2024-04-05,4
REV006168,ORD006169,CUST01428,PROD0131,5,Excellent product!,2023-08-31,79
REV006908,ORD006909,CUST01430,PROD0106,3,"Average, could be better.",2024-01-29,59
REV007180,ORD007181,CUST01871,PROD0083,5,Excellent product!,2023-11-13,76
REV005048,ORD005049,CUST00369,PROD0078,4,"Very good, happy with purchase.",2023-07-07,83
REV008166,ORD008167,CUST01552,PROD0050,4,"Very good, happy with purchase.",2023-12-04,150
REV001893,ORD001894,CUST01887,PROD0116,3,"Average, could be better.",2024-03-31,70
REV007263,ORD007264,CUST00968,PROD0016,5,Excellent product!,2023-10-18,26
REV007168,ORD007169,CUST01463,PROD0114,1,"Terrible, do not buy.",2023-11-27,132
REV000262,ORD000263,CUST01572,PROD0050,5,Excellent product!,2024-02-12,86
REV001684,ORD001685,CUST00947,PROD0045,1,"Terrible, do not buy.",2023-12-04,143
REV003266,ORD003267,CUST01834,PROD0042,2,Disappointed with quality.,2024-02-12,67
REV005418,ORD005419,CUST00787,PROD0115,4,"Very good, happy with purchase.",2024-01-14,135
REV000768,ORD000769,CUST01702,PROD0008,5,Excellent product!,2023-06-23,133
REV003446,ORD003447,CUST00359,PROD0006,3,"Average, could be better.",2024-02-21,3
REV006150,ORD006151,CUST00251,PROD0084,4,"Very good, happy with purchase.",2024-03-19,129
REV007999,ORD008000,CUST00221,PROD0101,1,"Terrible, do not buy.",2024-02-09,91
REV007098,ORD007099,CUST01298,PROD0113,2,Disappointed with quality.,2024-04-17,35
REV006755,ORD006756,CUST00279,PROD0063,5,Excellent product!,2024-04-03,39
REV008373,ORD008374,CUST00682,PROD0013,3,"Average, could be better.",2023-10-20,42
REV003907,ORD003908,CUST00824,PROD0083,5,Excellent product!,2024-01-23,131
REV001330,ORD001331,CUST01945,PROD0102,5,Excellent product!,2023-08-16,75
REV001715,ORD001716,CUST00529,PROD0136,5,,2024-01-06,48
REV007977,ORD007978,CUST01206,PROD0003,3,"Average, could be better.",2023-04-24,57
REV001295,ORD001296,CUST01539,PROD0119,4,"Very good, happy with purchase.",2024-01-29,42
REV003805,ORD003806,CUST01026,PROD0067,5,Excellent product!,2022-12-03,129
REV008460,ORD008461,CUST00894,PROD0107,5,,2023-08-27,42
REV004925,ORD004926,CUST00082,PROD0101,2,Disappointed with quality.,2023-10-19,84
REV003825,ORD003826,CUST00426,PROD0032,4,"Very good, happy with purchase.",2023-03-13,84
REV008305,ORD008306,CUST01037,PROD0115,5,Excellent product!,2023-06-04,24
REV004000,ORD004001,CUST01273,PROD0123,4,"Very good, happy with purchase.",2023-09-10,70
REV006700,ORD006701,CUST01274,PROD0043,5,Excellent product!,2023-02-26,8
REV007350,ORD007351,CUST01510,PROD0022,4,"Very good, happy with purchase.",2023-07-17,133
REV001711,ORD001712,CUST00629,PROD0093,2,Disappointed with quality.,2024-03-30,69
REV002841,ORD002842,CUST01237,PROD0129,3,"Average, could be better.",2023-10-30,13
REV000907,ORD000908,CUST01802,PROD0026,1,"Terrible, do not buy.",2023-01-15,1
REV005539,ORD005540,CUST01804,PROD0033,3,"Average, could be better.",2024-04-06,121
REV000504,ORD000505,CUST01100,PROD0036,5,Excellent product!,2022-11-22,72
REV004817,ORD004818,CUST00895,PROD0105,5,Excellent product!,2024-03-02,24
REV004992,ORD004993,CUST01890,PROD0150,5,Excellent product!,2024-04-07,18
REV000049,ORD000050,CUST01395,PROD0008,5,Excellent product!,2023-05-27,8
REV007092,ORD007093,CUST00135,PROD0024,4,"Very good, happy with purchase.",2023-10-06,27
REV002335,ORD002336,CUST01825,PROD0041,3,"Average, could be better.",2023-09-27,27
REV003295,ORD003296,CUST01146,PROD0077,5,Excellent product!,2023-04-17,111
REV007583,ORD007584,CUST00698,PROD0081,4,"Very good, happy with purchase.",2022-07-04,37
REV005744,ORD005745,CUST00043,PROD0070,4,"Very good, happy with purchase.",2024-03-18,133
REV007709,ORD007710,CUST01794,PROD0122,5,Excellent product!,2024-02-03,12
REV006705,ORD006706,CUST00354,PROD0083,4,,2022-09-30,89
REV004981,ORD004982,CUST00983,PROD0118,5,Excellent product!,2023-11-17,100
REV004765,ORD004766,CUST00268,PROD0052,5,Excellent product!,2024-03-19,29
REV000980,ORD000981,CUST01815,PROD0054,3,"Average, could be better.",2023-06-10,149
REV003088,ORD003089,CUST00493,PROD0130,2,Disappointed with quality.,2022-09-20,1
REV008016,ORD008017,CUST01950,PROD0013,5,Excellent product!,2023-06-03,59
REV007529,ORD007530,CUST01435,PROD0002,4,"Very good, happy with purchase.",2023-09-20,116
REV005669,ORD005670,CUST00769,PROD0112,1,"Terrible, do not buy.",2023-12-30,122
REV001470,ORD001471,CUST00069,PROD0056,4,"Very good, happy with purchase.",2024-02-06,9
REV007963,ORD007964,CUST00672,PROD0084,5,Excellent product!,2023-02-07,36
REV005978,ORD005979,CUST01967,PROD0046,5,Excellent product!,2023-07-30,24
REV007615,ORD007616,CUST00472,PROD0097,5,Excellent product!,2023-08-10,84
REV001789,ORD001790,CUST01560,PROD0083,5,Excellent product!,2024-04-02,17
REV008321,ORD008322,CUST00642,PROD0077,5,Excellent product!,2024-03-09,41
REV001618,ORD001619,CUST00065,PROD0054,1,"Terrible, do not buy.",2023-01-17,144
REV005292,ORD005293,CUST01855,PROD0133,5,Excellent product!,2023-11-12,123
REV002581,ORD002582,CUST00768,PROD0002,3,"Average, could be better.",2024-04-07,89
REV003301,ORD003302,CUST01227,PROD0089,3,"Average, could be better.",2024-01-14,92
REV001247,ORD001248,CUST01431,PROD0136,5,Excellent product!,2024-04-07,64
REV005366,ORD005367,CUST00433,PROD0130,4,"Very good, happy with purchase.",2024-03-23,15
REV002246,ORD002247,CUST00642,PROD0002,5,,2024-01-27,136
REV008088,ORD008089,CUST01735,PROD0087,1,"Terrible, do not buy.",2023-12-05,53
REV000690,ORD000691,CUST00871,PROD0129,5,Excellent product!,2023-11-20,74
REV004148,ORD004149,CUST01958,PROD0139,3,"Average, could be better.",2024-02-18,116
REV003154,ORD003155,CUST01469,PROD0090,3,"Average, could be better.",2023-02-02,95
REV001683,ORD001684,CUST01171,PROD0037,4,"Very good, happy with purchase.",2023-06-22,33
REV000374,ORD000375,CUST01112,PROD0147,4,"Very good, happy with purchase.",2022-05-11,30
REV006963,ORD006964,CUST01206,PROD0102,4,"Very good, happy with purchase.",2023-07-08,33
REV001613,ORD001614,CUST00631,PROD0150,5,Excellent product!,2023-05-21,140
REV007650,ORD007651,CUST01166,PROD0087,5,Excellent product!,2023-11-16,92
REV006075,ORD006076,CUST00029,PROD0046,4,"Very good, happy with purchase.",2024-01-25,82
REV006661,ORD006662,CUST00717,PROD0005,3,"Average, could be better.",2024-03-31,149
REV006066,ORD006067,CUST01206,PROD0150,4,"Very good, happy with purchase.",2024-02-13,3
REV007512,ORD007513,CUST01159,PROD0070,4,"Very good, happy with purchase.",2024-04-10,9
REV002352,ORD002353,CUST01387,PROD0055,5,Excellent product!,2023-01-09,77
REV000123,ORD000124,CUST01892,PROD0057,3,"Average, could be better.",2023-08-07,0
REV007543,ORD007544,CUST01823,PROD0031,5,Excellent product!,2024-01-25,138
REV003257,ORD003258,CUST00436,PROD0108,2,Disappointed with quality.,2023-04-10,113
REV004338,ORD004339,CUST01046,PROD0048,4,"Very good, happy with purchase.",2023-11-07,102
REV002241,ORD002242,CUST01071,PROD0003,5,Excellent product!,2024-04-07,71
REV003529,ORD003530,CUST00396,PROD0059,3,"Average, could be better.",2023-07-20,30
REV002681,ORD002682,CUST00690,PROD0021,5,Excellent product!,2023-11-19,27
REV004608,ORD004609,CUST00615,PROD0100,5,Excellent product!,2024-01-29,58
REV003942,ORD003943,CUST01241,PROD0045,5,Excellent product!,2023-09-27,24
REV002053,ORD002054,CUST00030,PROD0084,4,"Very good, happy with purchase.",2024-04-10,39
REV008322,ORD008323,CUST01006,PROD0052,5,Excellent product!,2023-04-07,78
REV005215,ORD005216,CUST01715,PROD0096,5,Excellent product!,2024-03-30,8
REV007262,ORD007263,CUST01121,PROD0142,4,"Very good, happy with purchase.",2024-01-27,108
REV005269,ORD005270,CUST00168,PROD0079,3,"Average, could be better.",2024-01-07,31
REV000437,ORD000438,CUST00411,PROD0146,2,,2023-06-16,120
REV007444,ORD007445,CUST00398,PROD0136,3,"Average, could be better.",2023-05-21,134
REV006032,ORD006033,CUST00793,PROD0106,5,,2024-02-22,117
REV002635,ORD002636,CUST01146,PROD0041,4,"Very good, happy with purchase.",2023-09-21,26
REV002824,ORD002825,CUST01125,PROD0133,5,Excellent product!,2024-03-30,109
REV000838,ORD000839,CUST01498,PROD0066,3,"Average, could be better.",2022-11-30,42
REV008138,ORD008139,CUST01717,PROD0100,4,"Very good, happy with purchase.",2023-09-08,64
REV003105,ORD003106,CUST01719,PROD0051,5,Excellent product!,2024-03-31,33
REV002479,ORD002480,CUST00211,PROD0035,2,Disappointed with quality.,2024-03-04,103
REV000106,ORD000107,CUST01291,PROD0085,4,"Very good, happy with purchase.",2023-12-17,82
REV000582,ORD000583,CUST01211,PROD0036,5,Excellent product!,2024-02-21,108
REV003279,ORD003280,CUST00701,PROD0097,5,Excellent product!,2024-01-03,139
REV007410,ORD007411,CUST01591,PROD0073,5,Excellent product!,2023-08-15,95
REV006586,ORD006587,CUST01481,PROD0121,5,Excellent product!,2024-01-12,40
REV001970,ORD001971,CUST00741,PROD0064,5,Excellent product!,2023-06-01,150
REV002481,ORD002482,CUST00451,PROD0032,3,"Average, could be better.",2023-11-27,8
REV007088,ORD007089,CUST00351,PROD0036,5,Excellent product!,2023-03-25,102
REV003727,ORD003728,CUST01067,PROD0149,5,Excellent product!,2023-11-24,17
REV000198,ORD000199,CUST01394,PROD0132,4,"Very good, happy with purchase.",2024-02-18,110
REV000443,ORD000444,CUST00978,PROD0094,3,"Average, could be better.",2023-05-07,10
REV004751,ORD004752,CUST00720,PROD0025,4,"Very good, happy with purchase.",2023-12-28,49
REV006840,ORD006841,CUST01253,PROD0098,5,Excellent product!,2024-03-11,58
REV008480,ORD008481,CUST01950,PROD0083,3,"Average, could be better.",2023-09-15,117
REV006733,ORD006734,CUST00260,PROD0129,5,Excellent product!,2023-01-11,33
REV003522,ORD003523,CUST00244,PROD0068,4,"Very good, happy with purchase.",2022-10-22,90
REV006137,ORD006138,CUST01969,PROD0037,5,Excellent product!,2024-01-21,140
REV004209,ORD004210,CUST00168,PROD0109,4,,2023-09-05,75
REV007039,ORD007040,CUST01415,PROD0100,3,"Average, could be better.",2022-05-21,12
REV000914,ORD000915,CUST01591,PROD0020,5,Excellent product!,2023-05-28,120
REV007048,ORD007049,CUST00574,PROD0096,4,"Very good, happy with purchase.",2023-09-21,79
REV005945,ORD005946,CUST01140,PROD0014,4,"Very good, happy with purchase.",2024-02-09,102
REV006247,ORD006248,CUST00466,PROD0120,4,"Very good, happy with purchase.",2023-12-24,10
REV003272,ORD003273,CUST00007,PROD0017,4,"Very good, happy with purchase.",2023-12-14,63
REV003558,ORD003559,CUST00092,PROD0112,4,"Very good, happy with purchase.",2024-03-24,143
REV005796,ORD005797,CUST01047,PROD0123,5,Excellent product!,2023-06-12,96
REV001848,ORD001849,CUST00977,PROD0062,5,Excellent product!,2024-01-31,96
REV004309,ORD004310,CUST01209,PROD0029,5,Excellent product!,2023-06-11,49
REV002806,ORD002807,CUST00615,PROD0027,4,"Very good, happy with purchase.",2022-10-10,104
REV003202,ORD003203,CUST00848,PROD0063,4,"Very good, happy with purchase.",2023-07-07,47
REV003022,ORD003023,CUST00922,PROD0096,3,,2023-09-22,66
REV001224,ORD001225,CUST01486,PROD0128,5,Excellent product!,2024-02-23,57
REV002543,ORD002544,CUST01720,PROD0109,4,"Very good, happy with purchase.",2023-12-24,78
REV007399,ORD007400,CUST01326,PROD0110,5,Excellent product!,2024-03-09,145
REV001680,ORD001681,CUST00981,PROD0145,4,"Very good, happy with purchase.",2023-03-16,107
REV004416,ORD004417,CUST01423,PROD0069,2,Disappointed with quality.,2024-03-29,131
REV006240,ORD006241,CUST01568,PROD0077,3,"Average, could be better.",2023-04-09,145
REV000210,ORD000211,CUST00229,PROD0112,5,Excellent product!,2023-06-10,129
REV004021,ORD004022,CUST00754,PROD0085,3,"Average, could be better.",2024-02-15,123
REV007221,ORD007222,CUST01804,PROD0140,3,"Average, could be better.",2023-09-26,57
REV001937,ORD001938,CUST01823,PROD0144,5,Excellent product!,2024-04-09,123
REV007646,ORD007647,CUST01100,PROD0051,5,Excellent product!,2023-01-20,113
REV001617,ORD001618,CUST01759,PROD0125,2,Disappointed with quality.,2024-02-03,72
REV006478,ORD006479,CUST01826,PROD0113,3,"Average, could be better.",2024-04-10,46
REV002300,ORD002301,CUST01917,PROD0125,3,"Average, could be better.",2024-01-24,149
REV006588,ORD006589,CUST01096,PROD0057,4,"Very good, happy with purchase.",2024-02-15,149
REV001288,ORD001289,CUST00105,PROD0051,5,Excellent product!,2023-12-24,144
REV001697,ORD001698,CUST01920,PROD0147,3,"Average, could be better.",2023-08-23,134
REV003883,ORD003884,CUST01387,PROD0054,5,Excellent product!,2023-01-03,107
REV003012,ORD003013,CUST00514,PROD0129,2,Disappointed with quality.,2022-10-06,15
REV004236,ORD004237,CUST00377,PROD0039,3,"Average, could be better.",2023-05-02,85
REV002089,ORD002090,CUST01998,PROD0103,5,Excellent product!,2023-12-29,96
REV004683,ORD004684,CUST01148,PROD0063,3,,2023-07-13,35
REV005790,ORD005791,CUST01945,PROD0108,5,Excellent product!,2023-03-12,33
REV003143,ORD003144,CUST00656,PROD0148,5,Excellent product!,2023-09-01,99
REV007871,ORD007872,CUST00377,PROD0108,2,Disappointed with quality.,2022-04-13,133
REV001417,ORD001418,CUST01958,PROD0140,4,"Very good, happy with purchase.",2023-02-21,86
REV001521,ORD001522,CUST00524,PROD0025,4,"Very good, happy with purchase.",2024-01-17,48
REV006483,ORD006484,CUST00569,PROD0120,5,Excellent product!,2024-02-15,20
REV008116,ORD008117,CUST00332,PROD0025,4,"Very good, happy with purchase.",2023-11-12,132
REV006570,ORD006571,CUST00941,PROD0142,4,"Very good, happy with purchase.",2022-09-12,35
REV008343,ORD008344,CUST00945,PROD0099,2,Disappointed with quality.,2022-10-26,122
REV004763,ORD004764,CUST01993,PROD0119,5,Excellent product!,2023-09-14,122
REV006397,ORD006398,CUST00495,PROD0115,3,"Average, could be better.",2024-04-11,7
REV001171,ORD001172,CUST01503,PROD0148,2,Disappointed with quality.,2024-02-21,142
REV000470,ORD000471,CUST01213,PROD0013,5,Excellent product!,2023-11-29,65
REV006089,ORD006090,CUST00151,PROD0075,3,"Average, could be better.",2023-12-25,149
REV006170,ORD006171,CUST01462,PROD0137,3,"Average, could be better.",2024-02-29,44
REV007158,ORD007159,CUST00773,PROD0126,5,Excellent product!,2022-03-23,47
REV000390,ORD000391,CUST00162,PROD0077,5,Excellent product!,2024-02-02,26
REV001878,ORD001879,CUST01789,PROD0146,2,Disappointed with quality.,2023-08-08,48
REV002578,ORD002579,CUST01219,PROD0136,2,Disappointed with quality.,2023-07-03,149
REV008198,ORD008199,CUST01787,PROD0091,2,Disappointed with quality.,2024-03-27,145
REV001412,ORD001413,CUST00027,PROD0121,1,"Terrible, do not buy.",2024-03-01,24
REV003730,ORD003731,CUST01037,PROD0089,5,Excellent product!,2024-01-07,61
REV003515,ORD003516,CUST01584,PROD0006,4,"Very good, happy with purchase.",2023-08-30,111
REV006730,ORD006731,CUST00615,PROD0019,5,,2022-12-04,89
REV003096,ORD003097,CUST01260,PROD0106,4,"Very good, happy with purchase.",2024-01-10,88
REV005912,ORD005913,CUST00795,PROD0097,5,Excellent product!,2022-05-15,49
REV003586,ORD003587,CUST01566,PROD0031,4,"Very good, happy with purchase.",2023-11-17,90
REV001176,ORD001177,CUST01058,PROD0098,5,Excellent product!,2023-01-17,114
REV002590,ORD002591,CUST01244,PROD0103,4,"Very good, happy with purchase.",2024-04-29,76
REV000993,ORD000994,CUST00447,PROD0095,5,Excellent product!,2023-07-09,96
REV000079,ORD000080,CUST00291,PROD0131,4,"Very good, happy with purchase.",2024-02-04,75
REV007451,ORD007452,CUST00007,PROD0087,4,"Very good, happy with purchase.",2023-05-06,99
REV006834,ORD006835,CUST00655,PROD0105,5,Excellent product!,2022-12-29,79
REV006878,ORD006879,CUST01563,PROD0042,2,Disappointed with quality.,2023-04-26,110
REV002548,ORD002549,CUST01469,PROD0034,4,"Very good, happy with purchase.",2024-03-07,26
REV006389,ORD006390,CUST00066,PROD0073,5,Excellent product!,2024-02-23,72
REV003915,ORD003916,CUST00058,PROD0113,5,Excellent product!,2024-02-23,26
REV003826,ORD003827,CUST01179,PROD0070,4,"Very good, happy with purchase.",2024-03-26,58
REV007858,ORD007859,CUST00764,PROD0123,4,"Very good, happy with purchase.",2024-02-12,95
REV005046,ORD005047,CUST01557,PROD0114,3,"Average, could be better.",2023-11-20,106
REV003282,ORD003283,CUST01183,PROD0081,5,Excellent product!,2023-09-11,125
REV000607,ORD000608,CUST00295,PROD0125,4,"Very good, happy with purchase.",2024-03-03,68
REV001991,ORD001992,CUST00595,PROD0085,5,Excellent product!,2024-03-16,1
REV002348,ORD002349,CUST01730,PROD0053,1,"Terrible, do not buy.",2022-11-24,62
REV007839,ORD007840,CUST00373,PROD0150,3,"Average, could be better.",2022-12-23,64
REV000406,ORD000407,CUST01406,PROD0038,4,"Very good, happy with purchase.",2024-04-07,115
REV000309,ORD000310,CUST00259,PROD0029,5,Excellent product!,2024-03-20,49
REV007074,ORD007075,CUST01103,PROD0051,4,"Very good, happy with purchase.",2022-12-20,16
REV002761,ORD002762,CUST00418,PROD0033,1,"Terrible, do not buy.",2022-05-23,58
REV002945,ORD002946,CUST01881,PROD0008,3,"Average, could be better.",2023-07-31,51
REV005248,ORD005249,CUST01478,PROD0097,3,"Average, could be better.",2023-07-06,25
REV006321,ORD006322,CUST00795,PROD0048,3,"Average, could be better.",2023-09-19,55
REV000288,ORD000289,CUST00244,PROD0149,3,"Average, could be better.",2023-06-14,81
REV007240,ORD007241,CUST01927,PROD0142,5,Excellent product!,2024-02-15,77
REV004777,ORD004778,CUST00901,PROD0086,4,"Very good, happy with purchase.",2023-10-11,98
REV005188,ORD005189,CUST00839,PROD0079,4,"Very good, happy with purchase.",2024-03-21,19
REV002877,ORD002878,CUST01836,PROD0003,5,Excellent product!,2023-11-22,23
REV002731,ORD002732,CUST00279,PROD0104,4,"Very good, happy with purchase.",2024-02-05,48
REV001738,ORD001739,CUST00346,PROD0064,5,Excellent product!,2023-04-25,95
REV000110,ORD000111,CUST00003,PROD0108,4,"Very good, happy with purchase.",2023-12-06,122
REV003682,ORD003683,CUST00361,PROD0086,4,"Very good, happy with purchase.",2024-01-10,3
REV000401,ORD000402,CUST01996,PROD0101,4,"Very good, happy with purchase.",2023-07-24,53
REV003901,ORD003902,CUST01894,PROD0030,4,"Very good, happy with purchase.",2023-06-17,16
REV007372,ORD007373,CUST00615,PROD0039,4,"Very good, happy with purchase.",2022-05-14,2
REV005177,ORD005178,CUST00200,PROD0104,3,"Average, could be better.",2023-08-14,98
REV003583,ORD003584,CUST00005,PROD0070,5,Excellent product!,2023-05-18,149
REV004601,ORD004602,CUST00383,PROD0101,4,"Very good, happy with purchase.",2022-11-28,123
REV004665,ORD004666,CUST01260,PROD0139,1,"Terrible, do not buy.",2024-02-27,87
REV001758,ORD001759,CUST01702,PROD0137,4,"Very good, happy with purchase.",2023-12-23,9
REV001793,ORD001794,CUST00983,PROD0037,5,Excellent product!,2023-11-22,71
REV007927,ORD007928,CUST00667,PROD0077,3,"Average, could be better.",2023-06-18,122
REV008410,ORD008411,CUST01009,PROD0114,1,"Terrible, do not buy.",2024-03-21,93
REV002475,ORD002476,CUST00778,PROD0012,5,Excellent product!,2023-07-31,43
REV003173,ORD003174,CUST01998,PROD0061,5,Excellent product!,2023-05-28,60
REV001438,ORD001439,CUST00706,PROD0099,2,Disappointed with quality.,2022-10-14,66
REV007721,ORD007722,CUST01261,PROD0049,5,Excellent product!,2022-10-24,85
REV004245,ORD004246,CUST01357,PROD0142,4,"Very good, happy with purchase.",2024-02-09,7
REV007209,ORD007210,CUST00686,PROD0039,5,Excellent product!,2023-12-14,63
REV001543,ORD001544,CUST00023,PROD0146,5,Excellent product!,2023-08-04,63
REV002597,ORD002598,CUST01912,PROD0015,5,Excellent product!,2022-08-18,66
REV008439,ORD008440,CUST00840,PROD0029,5,Excellent product!,2024-03-14,57
REV002834,ORD002835,CUST01516,PROD0072,1,"Terrible, do not buy.",2023-03-22,69
REV002286,ORD002287,CUST00884,PROD0073,2,Disappointed with quality.,2023-11-25,84
REV003465,ORD003466,CUST00766,PROD0071,4,"Very good, happy with purchase.",2024-04-15,22
REV007666,ORD007667,CUST00895,PROD0113,2,Disappointed with quality.,2024-02-23,149
REV006454,ORD006455,CUST00828,PROD0026,4,"Very good, happy with purchase.",2023-11-20,105
REV007124,ORD007125,CUST01222,PROD0017,5,Excellent product!,2024-01-03,145
REV003180,ORD003181,CUST01292,PROD0023,4,"Very good, happy with purchase.",2023-10-11,20
REV000879,ORD000880,CUST00438,PROD0023,4,,2023-11-23,74
REV005589,ORD005590,CUST00485,PROD0070,4,"Very good, happy with purchase.",2024-01-09,140
REV003957,ORD003958,CUST01161,PROD0085,5,Excellent product!,2023-01-06,87
REV004406,ORD004407,CUST01589,PROD0077,3,"Average, could be better.",2023-02-09,66
REV000334,ORD000335,CUST00505,PROD0086,3,"Average, could be better.",2023-05-27,20
REV004865,ORD004866,CUST01053,PROD0135,5,,2023-12-09,27
REV005509,ORD005510,CUST00205,PROD0135,5,Excellent product!,2024-04-14,19
REV003910,ORD003911,CUST00569,PROD0010,5,Excellent product!,2024-02-05,46
REV006552,ORD006553,CUST01998,PROD0137,5,Excellent product!,2023-01-04,28
REV000969,ORD000970,CUST01716,PROD0037,4,"Very good, happy with purchase.",2022-11-14,125
REV008243,ORD008244,CUST01939,PROD0149,5,Excellent product!,2023-03-28,21
REV002583,ORD002584,CUST01920,PROD0130,4,"Very good, happy with purchase.",2024-03-07,81
REV002341,ORD002342,CUST01260,PROD0032,2,,2022-12-28,61
REV001021,ORD001022,CUST01168,PROD0056,4,,2023-06-29,3
REV000019,ORD000020,CUST01435,PROD0066,3,"Average, could be better.",2023-10-27,144
REV007808,ORD007809,CUST00640,PROD0064,4,"Very good, happy with purchase.",2023-08-25,104
REV002792,ORD002793,CUST00655,PROD0030,4,,2024-01-03,111
REV003765,ORD003766,CUST00716,PROD0049,4,"Very good, happy with purchase.",2023-08-26,21
REV007983,ORD007984,CUST01125,PROD0013,4,"Very good, happy with purchase.",2024-02-09,24
REV000011,ORD000012,CUST01521,PROD0121,5,Excellent product!,2022-08-09,29
REV004165,ORD004166,CUST01153,PROD0014,4,"Very good, happy with purchase.",2023-11-01,32
REV005684,ORD005685,CUST01672,PROD0124,5,,2023-09-05,148
REV000418,ORD000419,CUST00878,PROD0063,2,Disappointed with quality.,2023-01-30,132
REV006082,ORD006083,CUST00718,PROD0053,5,Excellent product!,2024-03-25,65
REV001495,ORD001496,CUST00017,PROD0023,5,,2023-06-10,97
REV008477,ORD008478,CUST00789,PROD0074,5,Excellent product!,2024-01-16,132
REV004396,ORD004397,CUST00835,PROD0096,4,,2023-01-01,82
REV007268,ORD007269,CUST00795,PROD0139,4,"Very good, happy with purchase.",2023-09-05,97
REV003020,ORD003021,CUST01716,PROD0148,3,"Average, could be better.",2023-05-05,34
REV008220,ORD008221,CUST01077,PROD0058,3,"Average, could be better.",2024-02-26,48
REV007119,ORD007120,CUST00587,PROD0108,4,,2024-03-18,109
REV005738,ORD005739,CUST00651,PROD0008,5,Excellent product!,2023-09-26,29
REV000429,ORD000430,CUST01112,PROD0059,4,"Very good, happy with purchase.",2023-02-24,147
REV002195,ORD002196,CUST00724,PROD0088,3,"Average, could be better.",2024-01-19,100
REV004502,ORD004503,CUST01804,PROD0149,3,"Average, could be better.",2024-04-02,52
REV006876,ORD006877,CUST01443,PROD0018,2,Disappointed with quality.,2024-04-08,49
REV005739,ORD005740,CUST01907,PROD0003,5,Excellent product!,2023-08-22,148
REV007043,ORD007044,CUST01863,PROD0039,5,Excellent product!,2022-09-07,110
REV007659,ORD007660,CUST01339,PROD0041,4,"Very good, happy with purchase.",2022-08-31,88
REV008340,ORD008341,CUST00584,PROD0084,3,"Average, could be better.",2023-03-12,36
REV001524,ORD001525,CUST01394,PROD0045,5,Excellent product!,2023-01-19,143
REV000770,ORD000771,CUST00751,PROD0029,1,"Terrible, do not buy.",2024-02-25,1
REV006290,ORD006291,CUST00407,PROD0107,5,Excellent product!,2023-01-28,147
REV008044,ORD008045,CUST01433,PROD0139,5,Excellent product!,2023-05-23,68
REV008417,ORD008418,CUST01504,PROD0130,4,"Very good, happy with purchase.",2023-11-09,56
REV008241,ORD008242,CUST00517,PROD0142,1,"Terrible, do not buy.",2024-03-20,135
REV001456,ORD001457,CUST00629,PROD0005,3,"Average, could be better.",2024-02-26,141
REV008261,ORD008262,CUST00376,PROD0070,5,Excellent product!,2023-05-20,149
REV005391,ORD005392,CUST01727,PROD0134,1,"Terrible, do not buy.",2024-01-24,81
