order_id,customer_id,product_id,order_date,quantity,unit_price,discount,subtotal,shipping_cost,total_amount,order_status,delivery_days,channel
ORD000634,CUST00169,PROD0090,2024-02-14,4,40.95,0.0,163.8,0.0,163.8,Completed,7.0,Mobile App
ORD000635,CUST00270,PROD0060,2023-11-07,4,28.39,0.1,102.2,0.0,102.2,Cancelled,,Mobile App
ORD000636,CUST01846,PROD0095,2022-11-15,3,28.05,0.15,71.53,0.0,71.53,Completed,2.0,Phone
ORD000637,CUST01673,PROD0147,2023-10-22,1,69.93,0.0,69.93,0.0,69.93,Completed,3.0,In-Store
ORD000638,CUST01894,PROD0043,2023-10-17,5,168.49,0.2,673.96,0.0,673.96,Processing,,Mobile App
ORD000639,CUST00319,PROD0079,2024-01-28,3,19.93,0.0,59.79,0.0,59.79,Completed,12.0,Website
ORD000640,CUST01723,PROD0006,2024-03-07,3,77.47,0.0,232.41,0.0,232.41,Completed,6.0,Website
ORD000641,CUST00519,PROD0087,2024-01-07,1,55.25,0.0,55.25,0.0,55.25,Cancelled,,Website
ORD000642,CUST00910,PROD0109,2022-10-17,5,19.49,0.1,87.7,0.0,87.7,Completed,4.0,Mobile App
ORD000643,CUST01997,PROD0113,2024-02-18,2,136.56,0.0,273.12,0.0,273.12,Completed,14.0,Website
ORD000644,CUST01433,PROD0141,2022-11-08,2,42.89,0.0,85.78,0.0,85.78,Completed,12.0,Mobile App
ORD000645,CUST00730,PROD0122,2024-01-23,5,94.49,0.15,401.58,0.0,401.58,Completed,5.0,In-Store
ORD000646,CUST01259,PROD0132,2023-06-16,4,81.92,0.1,294.91,0.0,294.91,Completed,11.0,In-Store
ORD000647,CUST00674,PROD0129,2023-06-27,3,18.83,0.15,48.02,8.97,56.99,Completed,14.0,Website
ORD000648,CUST01618,PROD0053,2024-01-30,5,37.91,0.05,180.07,0.0,180.07,Completed,4.0,Website
ORD000649,CUST01557,PROD0129,2023-12-23,4,18.83,0.05,71.55,0.0,71.55,Completed,1.0,Website
ORD000650,CUST00645,PROD0083,2024-03-09,1,10.06,0.2,8.05,10.06,18.11,Completed,5.0,Mobile App
ORD000651,CUST00285,PROD0117,2023-04-13,1,76.15,0.0,76.15,0.0,76.15,Completed,11.0,Website
ORD000652,CUST00866,PROD0140,2022-12-27,4,20.92,0.15,71.13,0.0,71.13,Completed,12.0,In-Store
ORD000653,CUST01387,PROD0053,2023-09-29,2,37.91,0.2,60.66,0.0,60.66,Completed,1.0,Website
ORD000654,CUST00824,PROD0148,2023-02-08,1,14.66,0.05,13.93,2.87,16.8,Processing,,Website
ORD000655,CUST01191,PROD0131,2024-03-01,5,29.03,0.0,145.15,0.0,145.15,Processing,,Website
ORD000656,CUST01161,PROD0041,2023-11-06,4,5.42,0.0,21.68,8.43,30.11,Cancelled,,Website
ORD000657,CUST01697,PROD0053,2024-03-19,2,37.91,0.05,72.03,0.0,72.03,Returned,,Website
ORD000658,CUST01053,PROD0137,2023-11-08,4,31.24,0.2,99.97,0.0,99.97,Completed,14.0,Website
ORD000659,CUST01468,PROD0104,2022-12-05,5,101.35,0.0,506.75,0.0,506.75,Completed,3.0,Mobile App
ORD000660,CUST01192,PROD0138,2024-03-10,2,36.0,0.0,72.0,0.0,72.0,Completed,11.0,In-Store
ORD000661,CUST01962,PROD0078,2023-11-28,5,14.86,0.15,63.15,0.0,63.15,Completed,1.0,In-Store
ORD000662,CUST00126,PROD0108,2024-03-12,4,46.22,0.0,184.88,0.0,184.88,Completed,7.0,Phone
ORD000663,CUST00131,PROD0088,2023-08-29,5,46.74,0.05,222.02,0.0,222.02,Returned,,Website
ORD000664,CUST01439,PROD0136,2023-09-03,2,43.19,0.0,86.38,0.0,86.38,Cancelled,,Mobile App
ORD000665,CUST01375,PROD0063,2023-06-07,1,338.73,0.15,287.92,0.0,287.92,Completed,3.0,Mobile App
ORD000666,CUST01421,PROD0020,2023-08-30,4,83.88,0.15,285.19,0.0,285.19,Completed,9.0,Mobile App
ORD000667,CUST01618,PROD0002,2023-07-20,4,114.1,0.15,387.94,0.0,387.94,Completed,7.0,Website
ORD000668,CUST00556,PROD0030,2023-10-15,3,26.09,0.15,66.53,0.0,66.53,Completed,9.0,Mobile App
ORD000669,CUST01548,PROD0027,2023-09-13,4,9.19,0.15,31.25,12.76,44.01,Cancelled,,Phone
ORD000670,CUST01190,PROD0131,2023-03-04,1,29.03,0.0,29.03,0.02,29.05,Completed,8.0,Website
ORD000671,CUST00235,PROD0014,2023-12-11,5,237.79,0.0,1188.95,0.0,1188.95,Completed,7.0,Mobile App
ORD000672,CUST00088,PROD0013,2023-08-02,2,68.34,0.0,136.68,0.0,136.68,Completed,9.0,Website
ORD000673,CUST00065,PROD0017,2023-05-25,4,195.72,0.0,782.88,0.0,782.88,Completed,7.0,Website
ORD000674,CUST00736,PROD0107,2023-08-24,5,143.61,0.0,718.05,0.0,718.05,Completed,11.0,Website
ORD000675,CUST00607,PROD0135,2023-04-27,3,19.68,0.2,47.23,14.2,61.43,Cancelled,,Website
ORD000676,CUST00040,PROD0038,2023-02-25,5,70.57,0.1,317.56,0.0,317.56,Completed,11.0,In-Store
ORD000677,CUST00695,PROD0048,2023-12-20,4,26.6,0.15,90.44,0.0,90.44,Completed,5.0,Website
ORD000678,CUST01566,PROD0001,2023-08-16,4,24.9,0.1,89.64,0.0,89.64,Completed,11.0,Website
ORD000679,CUST00723,PROD0029,2023-05-19,2,18.6,0.2,29.76,7.08,36.84,Cancelled,,Website
ORD000680,CUST01958,PROD0009,2024-02-05,5,18.72,0.0,93.6,0.0,93.6,Completed,14.0,Website
ORD000681,CUST00194,PROD0117,2022-08-16,1,76.15,0.15,64.73,0.0,64.73,Completed,13.0,Phone
ORD000682,CUST01890,PROD0050,2023-12-09,3,29.59,0.0,88.77,0.0,88.77,Completed,5.0,Website
ORD000683,CUST01353,PROD0048,2023-11-12,3,26.6,0.0,79.8,0.0,79.8,Completed,9.0,Website
ORD000684,CUST01793,PROD0002,2023-11-25,1,114.1,0.0,114.1,0.0,114.1,Completed,1.0,Mobile App
ORD000685,CUST00605,PROD0037,2024-03-03,3,27.97,0.0,83.91,0.0,83.91,Completed,11.0,Website
ORD000686,CUST00441,PROD0005,2023-01-25,5,13.41,0.0,67.05,0.0,67.05,Completed,3.0,Website
ORD000687,CUST00940,PROD0064,2024-02-27,1,10.0,0.0,10.0,8.27,18.27,Completed,5.0,Mobile App
ORD000688,CUST00830,PROD0016,2024-03-12,2,83.49,0.1,150.28,0.0,150.28,Returned,,Mobile App
ORD000689,CUST01260,PROD0001,2023-06-27,2,24.9,0.2,39.84,4.4,44.24,Completed,7.0,Mobile App
ORD000690,CUST01100,PROD0079,2024-01-23,1,19.93,0.0,19.93,5.32,25.25,Returned,,Website
ORD000691,CUST00871,PROD0129,2023-11-06,1,18.83,0.15,16.01,7.99,24.0,Completed,8.0,Phone
ORD000692,CUST01596,PROD0005,2023-07-27,2,13.41,0.2,21.46,6.0,27.46,Cancelled,,Website
ORD000693,CUST01722,PROD0131,2024-02-01,5,29.03,0.0,145.15,0.0,145.15,Completed,2.0,Website
ORD000694,CUST01192,PROD0116,2023-12-03,4,74.16,0.0,296.64,0.0,296.64,Completed,9.0,Phone
ORD000695,CUST01247,PROD0106,2023-02-04,2,8.91,0.0,17.82,14.41,32.23,Completed,4.0,In-Store
ORD000696,CUST00678,PROD0119,2023-01-04,5,60.87,0.2,243.48,0.0,243.48,Completed,10.0,Website
ORD000697,CUST00836,PROD0150,2023-08-05,1,20.5,0.0,20.5,5.59,26.09,Completed,5.0,Mobile App
ORD000698,CUST00993,PROD0035,2023-06-23,1,72.06,0.0,72.06,0.0,72.06,Completed,3.0,Mobile App
ORD000699,CUST00793,PROD0043,2024-02-19,4,168.49,0.1,606.56,0.0,606.56,Completed,10.0,Website
ORD000700,CUST01754,PROD0102,2024-02-22,1,43.63,0.05,41.45,14.23,55.68,Completed,10.0,Website
ORD000701,CUST00363,PROD0089,2022-10-23,4,143.13,0.1,515.27,0.0,515.27,Completed,10.0,Mobile App
ORD000702,CUST01942,PROD0040,2024-03-29,5,21.25,0.15,90.31,0.0,90.31,Completed,10.0,Website
ORD000703,CUST01504,PROD0064,2024-03-25,2,10.0,0.0,20.0,11.27,31.27,Completed,12.0,Website
ORD000704,CUST01992,PROD0143,2023-12-23,5,19.33,0.05,91.82,0.0,91.82,Completed,12.0,Mobile App
ORD000705,CUST01252,PROD0096,2022-12-03,4,27.52,0.0,110.08,0.0,110.08,Completed,5.0,Website
ORD000706,CUST00547,PROD0045,2023-11-20,1,35.14,0.1,31.63,14.21,45.84,Completed,13.0,In-Store
ORD000707,CUST01070,PROD0025,2023-03-07,3,69.99,0.0,209.97,0.0,209.97,Completed,10.0,Mobile App
ORD000708,CUST00389,PROD0040,2023-05-09,2,21.25,0.05,40.38,0.15,40.53,Completed,1.0,Website
ORD000709,CUST00594,PROD0013,2023-04-04,4,68.34,0.05,259.69,0.0,259.69,Processing,,Mobile App
ORD000710,CUST00009,PROD0079,2023-09-09,2,19.93,0.2,31.89,0.51,32.4,Completed,5.0,Mobile App
ORD000711,CUST01156,PROD0056,2022-08-26,3,46.96,0.0,140.88,0.0,140.88,Completed,1.0,Website
ORD000712,CUST00371,PROD0083,2024-03-03,2,10.06,0.15,17.1,12.65,29.75,Completed,8.0,Website
ORD000713,CUST01246,PROD0112,2024-02-12,3,29.8,0.2,71.52,0.0,71.52,Completed,11.0,Mobile App
ORD000714,CUST01827,PROD0035,2024-03-28,3,72.06,0.0,216.18,0.0,216.18,Completed,6.0,Mobile App
ORD000715,CUST01453,PROD0039,2024-03-19,1,15.76,0.1,14.18,2.74,16.92,Processing,,Website
ORD000716,CUST00793,PROD0146,2024-02-05,4,32.16,0.05,122.21,0.0,122.21,Completed,7.0,Mobile App
ORD000717,CUST01640,PROD0067,2024-02-19,5,23.6,0.1,106.2,0.0,106.2,Completed,7.0,Mobile App
ORD000718,CUST01540,PROD0009,2024-03-10,3,18.72,0.05,53.35,0.0,53.35,Completed,9.0,Website
ORD000719,CUST00696,PROD0122,2023-03-10,3,94.49,0.0,283.47,0.0,283.47,Completed,11.0,Phone
ORD000720,CUST00919,PROD0105,2023-10-27,1,37.01,0.1,33.31,6.46,39.77,Completed,6.0,In-Store
ORD000721,CUST00314,PROD0075,2024-03-28,1,238.44,0.0,238.44,0.0,238.44,Completed,4.0,Phone
ORD000722,CUST00630,PROD0066,2023-06-19,1,44.66,0.15,37.96,2.45,40.41,Completed,4.0,Website
ORD000723,CUST01345,PROD0124,2023-07-20,5,28.44,0.0,142.2,0.0,142.2,Completed,14.0,Website
ORD000724,CUST00090,PROD0128,2022-04-13,4,7.13,0.05,27.09,2.95,30.04,Completed,3.0,Website
ORD000725,CUST01101,PROD0058,2022-09-21,4,9.8,0.0,39.2,11.36,50.56,Completed,13.0,Website
ORD000726,CUST01979,PROD0038,2023-10-03,3,70.57,0.2,169.37,0.0,169.37,Completed,10.0,Mobile App
ORD000727,CUST01196,PROD0019,2024-03-25,5,27.98,0.0,139.9,0.0,139.9,Completed,9.0,In-Store
ORD000728,CUST00431,PROD0011,2023-12-06,2,30.58,0.0,61.16,0.0,61.16,Completed,12.0,Phone
ORD000729,CUST01962,PROD0071,2023-11-22,4,8.53,0.0,34.12,8.25,42.37,Completed,1.0,Website
ORD000730,CUST01011,PROD0007,2023-07-19,4,37.96,0.15,129.06,0.0,129.06,Completed,9.0,Mobile App
ORD000731,CUST01558,PROD0081,2023-02-15,1,59.72,0.0,59.72,0.0,59.72,Completed,12.0,Website
ORD000732,CUST00847,PROD0020,2023-01-19,5,83.88,0.0,419.4,0.0,419.4,Completed,13.0,Website
ORD000733,CUST00070,PROD0092,2024-02-19,1,14.52,0.05,13.79,10.43,24.22,Completed,11.0,Website
ORD000734,CUST00524,PROD0089,2024-03-25,1,143.13,0.0,143.13,0.0,143.13,Completed,6.0,Mobile App
ORD000735,CUST00547,PROD0019,2023-05-15,5,27.98,0.2,111.92,0.0,111.92,Completed,6.0,Website
ORD000736,CUST00706,PROD0140,2023-02-08,1,20.92,0.15,17.78,11.05,28.83,Completed,2.0,Website
ORD000737,CUST01920,PROD0070,2023-10-25,5,105.18,0.05,499.61,0.0,499.61,Completed,11.0,Website
ORD000738,CUST01075,PROD0030,2024-01-01,4,26.09,0.0,104.36,0.0,104.36,Completed,11.0,Mobile App
ORD000739,CUST00969,PROD0013,2023-05-21,3,68.34,0.0,205.02,0.0,205.02,Completed,10.0,Website
ORD000740,CUST00090,PROD0080,2023-09-11,3,19.43,0.0,58.29,0.0,58.29,Completed,2.0,Mobile App
ORD000741,CUST00038,PROD0064,2024-03-25,5,10.0,0.2,40.0,10.68,50.68,Cancelled,,Mobile App
ORD000742,CUST01274,PROD0007,2024-03-05,2,37.96,0.1,68.33,0.0,68.33,Completed,7.0,Website
ORD000743,CUST00357,PROD0062,2022-04-03,5,32.64,0.0,163.2,0.0,163.2,Completed,14.0,In-Store
ORD000744,CUST00818,PROD0072,2024-02-01,1,20.06,0.15,17.05,6.67,23.72,Completed,9.0,Phone
ORD000745,CUST01510,PROD0041,2023-08-30,5,5.42,0.15,23.04,5.07,28.11,Completed,7.0,Mobile App
ORD000746,CUST00239,PROD0053,2023-07-11,2,37.91,0.0,75.82,0.0,75.82,Completed,12.0,Mobile App
ORD000747,CUST00998,PROD0049,2022-07-19,5,34.84,0.05,165.49,0.0,165.49,Completed,5.0,Website
ORD000748,CUST00205,PROD0130,2023-11-13,1,31.92,0.2,25.54,11.53,37.07,Completed,7.0,In-Store
ORD000749,CUST01036,PROD0143,2024-01-14,4,19.33,0.0,77.32,0.0,77.32,Completed,10.0,Website
ORD000750,CUST01059,PROD0031,2024-01-05,5,14.7,0.15,62.48,0.0,62.48,Completed,10.0,Mobile App
ORD000751,CUST01043,PROD0073,2024-01-21,2,48.71,0.0,97.42,0.0,97.42,Completed,2.0,Mobile App
ORD000752,CUST00193,PROD0100,2024-03-29,4,40.76,0.0,163.04,0.0,163.04,Completed,2.0,Website
ORD000753,CUST00592,PROD0087,2024-01-22,5,55.25,0.0,276.25,0.0,276.25,Completed,6.0,Website
ORD000754,CUST00082,PROD0048,2023-12-18,1,26.6,0.0,26.6,8.91,35.51,Returned,,Mobile App
ORD000755,CUST01006,PROD0041,2023-12-03,2,5.42,0.0,10.84,4.7,15.54,Completed,10.0,Website
ORD000756,CUST01389,PROD0122,2023-12-21,4,94.49,0.0,377.96,0.0,377.96,Completed,6.0,Website
ORD000757,CUST00607,PROD0015,2023-09-15,5,73.27,0.15,311.4,0.0,311.4,Completed,11.0,Mobile App
ORD000758,CUST01882,PROD0021,2023-10-24,4,122.54,0.2,392.13,0.0,392.13,Completed,2.0,Mobile App
ORD000759,CUST01762,PROD0147,2022-07-10,3,69.93,0.15,178.32,0.0,178.32,Completed,4.0,Mobile App
ORD000760,CUST00863,PROD0125,2024-02-14,4,111.85,0.05,425.03,0.0,425.03,Completed,3.0,Website
ORD000761,CUST00369,PROD0084,2022-11-10,5,22.37,0.05,106.26,0.0,106.26,Cancelled,,Mobile App
ORD000762,CUST00745,PROD0004,2023-03-17,2,5.0,0.15,8.5,5.77,14.27,Completed,12.0,Website
ORD000763,CUST00034,PROD0096,2024-03-03,4,27.52,0.2,88.06,0.0,88.06,Completed,9.0,Website
ORD000764,CUST00013,PROD0100,2023-02-21,5,40.76,0.05,193.61,0.0,193.61,Processing,,Phone
ORD000765,CUST01381,PROD0061,2023-10-23,1,35.83,0.05,34.04,5.94,39.98,Completed,7.0,Website
ORD000766,CUST00760,PROD0034,2023-04-15,5,15.4,0.15,65.45,0.0,65.45,Completed,2.0,Mobile App
ORD000767,CUST00879,PROD0003,2023-01-29,5,68.44,0.1,307.98,0.0,307.98,Completed,10.0,Website
ORD000768,CUST01940,PROD0012,2024-01-06,5,242.17,0.0,1210.85,0.0,1210.85,Completed,3.0,Website
ORD000769,CUST01702,PROD0008,2023-06-11,2,13.18,0.0,26.36,2.03,28.39,Completed,10.0,Website
ORD000770,CUST01263,PROD0118,2023-07-14,3,38.54,0.1,104.06,0.0,104.06,Completed,8.0,Website
ORD000771,CUST00751,PROD0029,2024-02-15,5,18.6,0.15,79.05,0.0,79.05,Completed,14.0,Website
ORD000772,CUST01510,PROD0013,2023-05-14,5,68.34,0.15,290.45,0.0,290.45,Completed,9.0,Website
ORD000773,CUST00148,PROD0090,2024-01-23,4,40.95,0.0,163.8,0.0,163.8,Completed,11.0,Phone
ORD000774,CUST01168,PROD0036,2024-03-07,1,66.17,0.0,66.17,0.0,66.17,Completed,5.0,Website
ORD000775,CUST01972,PROD0073,2024-01-08,3,48.71,0.0,146.13,0.0,146.13,Completed,4.0,Phone
ORD000776,CUST00255,PROD0005,2024-01-21,5,13.41,0.0,67.05,0.0,67.05,Completed,12.0,In-Store
ORD000777,CUST00798,PROD0090,2024-03-08,5,40.95,0.0,204.75,0.0,204.75,Completed,5.0,Phone
ORD000778,CUST01732,PROD0085,2022-11-17,4,72.95,0.05,277.21,0.0,277.21,Completed,3.0,Website
ORD000779,CUST01223,PROD0039,2024-01-20,1,15.76,0.05,14.97,9.25,24.22,Cancelled,,In-Store
ORD000780,CUST01433,PROD0098,2023-06-19,1,14.36,0.0,14.36,14.54,28.9,Completed,7.0,Website
ORD000781,CUST01108,PROD0080,2023-10-27,5,19.43,0.05,92.29,0.0,92.29,Completed,1.0,Website
ORD000782,CUST01006,PROD0040,2023-11-28,4,21.25,0.05,80.75,0.0,80.75,Completed,1.0,Phone
ORD000783,CUST00522,PROD0017,2024-03-21,3,195.72,0.1,528.44,0.0,528.44,Completed,6.0,Mobile App
ORD000784,CUST00449,PROD0002,2023-09-28,1,114.1,0.05,108.39,0.0,108.39,Completed,4.0,Website
ORD000785,CUST01301,PROD0109,2023-03-12,4,19.49,0.2,62.37,0.0,62.37,Completed,2.0,Mobile App
ORD000786,CUST00750,PROD0135,2023-09-14,4,19.68,0.1,70.85,0.0,70.85,Completed,1.0,Mobile App
ORD000787,CUST01405,PROD0078,2022-10-19,1,14.86,0.0,14.86,3.68,18.54,Completed,6.0,Mobile App
ORD000788,CUST01462,PROD0015,2023-03-30,4,73.27,0.0,293.08,0.0,293.08,Processing,,Website
ORD000789,CUST00749,PROD0025,2023-09-08,3,69.99,0.15,178.47,0.0,178.47,Completed,8.0,Website
ORD000790,CUST00654,PROD0118,2024-02-25,1,38.54,0.1,34.69,14.0,48.69,Completed,2.0,Website
ORD000791,CUST01910,PROD0148,2024-01-24,5,14.66,0.05,69.63,0.0,69.63,Completed,7.0,Website
ORD000792,CUST01919,PROD0104,2023-02-28,5,101.35,0.0,506.75,0.0,506.75,Completed,7.0,Website
ORD000793,CUST01253,PROD0061,2024-03-13,2,35.83,0.0,71.66,0.0,71.66,Returned,,Website
ORD000794,CUST01014,PROD0144,2023-07-22,4,15.15,0.05,57.57,0.0,57.57,Returned,,Mobile App
ORD000795,CUST00015,PROD0120,2023-08-11,1,32.01,0.2,25.61,2.79,28.4,Completed,4.0,Website
ORD000796,CUST01422,PROD0122,2023-11-10,1,94.49,0.1,85.04,0.0,85.04,Completed,5.0,Mobile App
ORD000797,CUST00066,PROD0026,2024-03-25,5,67.92,0.0,339.6,0.0,339.6,Completed,3.0,Website
ORD000798,CUST01286,PROD0126,2023-10-19,2,5.0,0.0,10.0,2.84,12.84,Completed,14.0,Phone
ORD000799,CUST00138,PROD0055,2024-02-28,2,83.78,0.0,167.56,0.0,167.56,Completed,10.0,Website
ORD000800,CUST00830,PROD0067,2023-12-23,1,23.6,0.0,23.6,13.03,36.63,Completed,3.0,Mobile App
ORD000801,CUST00604,PROD0102,2023-02-12,4,43.63,0.05,165.79,0.0,165.79,Completed,10.0,Website
ORD000802,CUST01337,PROD0067,2023-10-30,2,23.6,0.05,44.84,7.1,51.94,Completed,4.0,Website
ORD000803,CUST01453,PROD0058,2023-12-14,5,9.8,0.2,39.2,5.07,44.27,Completed,3.0,Website
ORD000804,CUST00539,PROD0006,2023-11-08,5,77.47,0.0,387.35,0.0,387.35,Processing,,Website
ORD000805,CUST01824,PROD0109,2022-09-04,5,19.49,0.0,97.45,0.0,97.45,Completed,4.0,In-Store
ORD000806,CUST00359,PROD0072,2024-02-23,3,20.06,0.0,60.18,0.0,60.18,Completed,4.0,Mobile App
ORD000807,CUST01014,PROD0019,2023-12-23,5,27.98,0.1,125.91,0.0,125.91,Completed,9.0,Website
ORD000808,CUST01070,PROD0124,2022-09-04,3,28.44,0.2,68.26,0.0,68.26,Returned,,Mobile App
ORD000809,CUST00623,PROD0069,2022-11-07,3,56.01,0.0,168.03,0.0,168.03,Completed,7.0,Mobile App
ORD000810,CUST01850,PROD0112,2023-06-15,5,29.8,0.15,126.65,0.0,126.65,Returned,,Website
ORD000811,CUST00143,PROD0142,2022-11-26,2,77.43,0.0,154.86,0.0,154.86,Completed,1.0,Phone
ORD000812,CUST01613,PROD0063,2023-12-27,2,338.73,0.15,575.84,0.0,575.84,Completed,3.0,Mobile App
ORD000813,CUST00438,PROD0039,2023-05-03,2,15.76,0.05,29.94,6.74,36.68,Completed,8.0,Mobile App
ORD000814,CUST00805,PROD0130,2023-12-28,1,31.92,0.05,30.32,6.03,36.35,Completed,5.0,Website
ORD000815,CUST00058,PROD0001,2023-07-14,2,24.9,0.1,44.82,5.42,50.24,Completed,4.0,Website
ORD000816,CUST00950,PROD0081,2023-11-20,2,59.72,0.1,107.5,0.0,107.5,Completed,9.0,Website
ORD000817,CUST00278,PROD0074,2023-12-07,1,66.25,0.15,56.31,0.0,56.31,Completed,14.0,Phone
ORD000818,CUST01113,PROD0077,2024-03-07,1,31.47,0.0,31.47,13.47,44.94,Completed,5.0,Phone
ORD000819,CUST01708,PROD0122,2023-07-14,3,94.49,0.1,255.12,0.0,255.12,Completed,3.0,Mobile App
ORD000820,CUST01108,PROD0096,2023-10-26,5,27.52,0.0,137.6,0.0,137.6,Completed,14.0,Mobile App
ORD000821,CUST01701,PROD0004,2023-11-06,1,5.0,0.0,5.0,10.6,15.6,Completed,4.0,Website
ORD000822,CUST01357,PROD0104,2023-06-15,3,101.35,0.05,288.85,0.0,288.85,Returned,,Website
ORD000823,CUST00580,PROD0115,2024-03-09,3,15.59,0.0,46.77,8.93,55.7,Completed,11.0,Phone
ORD000824,CUST00214,PROD0056,2023-12-20,5,46.96,0.15,199.58,0.0,199.58,Cancelled,,Phone
ORD000825,CUST01392,PROD0148,2024-01-11,5,14.66,0.15,62.3,0.0,62.3,Completed,5.0,Website
ORD000826,CUST01226,PROD0020,2024-02-17,3,83.88,0.1,226.48,0.0,226.48,Completed,12.0,Website
ORD000827,CUST00071,PROD0081,2024-02-20,3,59.72,0.0,179.16,0.0,179.16,Completed,14.0,Website
ORD000828,CUST01237,PROD0054,2024-02-01,2,62.88,0.2,100.61,0.0,100.61,Completed,7.0,Website
ORD000829,CUST00894,PROD0056,2023-05-01,2,46.96,0.0,93.92,0.0,93.92,Completed,12.0,Mobile App
ORD000830,CUST01246,PROD0098,2023-07-07,1,14.36,0.0,14.36,1.51,15.87,Completed,12.0,Mobile App
ORD000831,CUST01442,PROD0020,2023-09-25,1,83.88,0.0,83.88,0.0,83.88,Completed,10.0,Mobile App
ORD000832,CUST00267,PROD0065,2022-11-03,1,5.52,0.0,5.52,10.5,16.02,Completed,3.0,Website
ORD000833,CUST00895,PROD0036,2024-02-15,2,66.17,0.2,105.87,0.0,105.87,Completed,10.0,In-Store
ORD000834,CUST01441,PROD0128,2024-02-15,3,7.13,0.0,21.39,12.4,33.79,Completed,11.0,Website
ORD000835,CUST01171,PROD0119,2023-10-26,5,60.87,0.15,258.7,0.0,258.7,Completed,8.0,Website
ORD000836,CUST01375,PROD0135,2023-11-28,2,19.68,0.0,39.36,3.08,42.44,Completed,9.0,Mobile App
ORD000837,CUST01330,PROD0015,2023-07-27,3,73.27,0.15,186.84,0.0,186.84,Completed,9.0,Website
ORD000838,CUST00595,PROD0100,2022-08-07,5,40.76,0.0,203.8,0.0,203.8,Completed,7.0,Website
ORD000839,CUST01498,PROD0066,2022-11-26,5,44.66,0.15,189.8,0.0,189.8,Completed,6.0,Website
ORD000840,CUST01153,PROD0148,2024-01-18,5,14.66,0.1,65.97,0.0,65.97,Completed,14.0,Website
ORD000841,CUST00802,PROD0084,2023-05-22,5,22.37,0.05,106.26,0.0,106.26,Cancelled,,Website
ORD000842,CUST01277,PROD0146,2024-03-05,4,32.16,0.0,128.64,0.0,128.64,Completed,11.0,Mobile App
ORD000843,CUST01989,PROD0114,2022-06-11,2,24.26,0.0,48.52,5.92,54.44,Completed,2.0,Website
ORD000844,CUST00051,PROD0147,2022-11-07,2,69.93,0.05,132.87,0.0,132.87,Completed,2.0,Website
ORD000845,CUST00132,PROD0026,2023-12-08,4,67.92,0.0,271.68,0.0,271.68,Returned,,Mobile App
ORD000846,CUST01297,PROD0130,2023-12-16,4,31.92,0.0,127.68,0.0,127.68,Completed,6.0,Mobile App
ORD000847,CUST01899,PROD0103,2023-11-17,3,35.99,0.0,107.97,0.0,107.97,Completed,13.0,In-Store
ORD000848,CUST01820,PROD0091,2024-02-19,1,23.4,0.0,23.4,3.82,27.22,Completed,7.0,Mobile App
ORD000849,CUST00066,PROD0099,2024-01-12,5,68.63,0.05,325.99,0.0,325.99,Completed,6.0,Website
ORD000850,CUST01658,PROD0136,2024-02-23,2,43.19,0.0,86.38,0.0,86.38,Completed,11.0,Website
ORD000851,CUST00099,PROD0098,2023-07-02,3,14.36,0.0,43.08,4.88,47.96,Completed,3.0,Website
ORD000852,CUST01423,PROD0067,2023-12-28,1,23.6,0.2,18.88,7.68,26.56,Returned,,Website
ORD000853,CUST01911,PROD0002,2023-12-24,2,114.1,0.2,182.56,0.0,182.56,Completed,14.0,In-Store
ORD000854,CUST00413,PROD0105,2023-12-08,5,37.01,0.05,175.8,0.0,175.8,Completed,1.0,In-Store
ORD000855,CUST00478,PROD0121,2024-01-11,1,40.87,0.15,34.74,0.95,35.69,Cancelled,,Website
ORD000856,CUST01425,PROD0050,2023-09-17,1,29.59,0.1,26.63,4.47,31.1,Completed,5.0,Website
ORD000857,CUST00815,PROD0106,2024-02-16,1,8.91,0.0,8.91,0.68,9.59,Completed,12.0,Website
ORD000858,CUST01522,PROD0137,2024-03-11,2,31.24,0.0,62.48,0.0,62.48,Completed,10.0,Website
ORD000859,CUST00570,PROD0018,2023-12-24,2,46.5,0.0,93.0,0.0,93.0,Completed,11.0,Website
ORD000860,CUST01196,PROD0017,2024-03-09,5,195.72,0.05,929.67,0.0,929.67,Processing,,Website
ORD000861,CUST01778,PROD0125,2024-03-17,2,111.85,0.2,178.96,0.0,178.96,Completed,5.0,Website
ORD000862,CUST01804,PROD0069,2024-03-14,1,56.01,0.0,56.01,0.0,56.01,Processing,,Phone
ORD000863,CUST01174,PROD0135,2023-08-30,1,19.68,0.0,19.68,4.77,24.45,Completed,1.0,In-Store
ORD000864,CUST00725,PROD0126,2023-06-17,3,5.0,0.1,13.5,14.61,28.11,Completed,1.0,Phone
ORD000865,CUST01021,PROD0147,2023-11-12,3,69.93,0.15,178.32,0.0,178.32,Completed,1.0,Website
ORD000866,CUST01198,PROD0141,2023-12-10,1,42.89,0.0,42.89,9.87,52.76,Completed,7.0,Mobile App
ORD000867,CUST01192,PROD0065,2024-01-09,3,5.52,0.0,16.56,9.76,26.32,Completed,13.0,Website
ORD000868,CUST01642,PROD0024,2023-07-30,3,37.52,0.1,101.3,0.0,101.3,Processing,,Website
ORD000869,CUST01563,PROD0086,2022-12-03,5,45.44,0.0,227.2,0.0,227.2,Completed,10.0,Website
ORD000870,CUST00036,PROD0049,2023-06-29,3,34.84,0.0,104.52,0.0,104.52,Completed,1.0,Mobile App
